0.578000,0.095000, 0.578000,0.578000, 0.022000,0.095000, 0.022000,0.578000
0.578000,0.095000, 0.578000,0.578000, 0.022000,0.095000, 0.022000,0.578000
0.578000,0.095000, 0.578000,0.578000, 0.022000,0.095000, 0.022000,0.578000
0.578000,0.095000, 0.578000,0.578000, 0.022000,0.095000, 0.022000,0.578000
0.578000,0.095000, 0.578000,0.578000, 0.022000,0.095000, 0.022000,0.578000
0.578000,0.095000, 0.578000,0.578000, 0.022000,0.095000, 0.022000,0.578000
0.578000,0.095000, 0.578000,0.578000, 0.022000,0.095000, 0.022000,0.578000
0.578000,0.095000, 0.578000,0.578000, 0.022000,0.095000, 0.022000,0.578000
0.578000,0.095000, 0.578000,0.578000, 0.022000,0.095000, 0.022000,0.578000
0.578000,0.095000, 0.578000,0.578000, 0.022000,0.095000, 0.022000,0.578000
0.578000,0.095000, 0.578000,0.578000, 0.022000,0.095000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
0.578000,0.022000, 0.578000,0.578000, 0.022000,0.022000, 0.022000,0.578000
